"seller_id","percentage_on_time","avg_review_score"
"b18dc380845b24038cfc48006478f099","0.91","3.9"
"aac29b1b99776be73c3049939652091d","0.91","3.9"
"7c67e1448b00f6e969d365cea6b010ab","0.91","3.3"
"f0b47fbbc6dee9aafe415a6e33051b3f","0.91","4.2"
"d1ef48b38baca7e831711c4a0aeb398f","0.91","4.4"
"634964b17796e64304cadf1ad3050fb7","0.91","3.9"
"a888faf2d1baececa6baf9c3d603ee1f","0.91","4.1"
"5c6d4016c2a288f074fa0848a2b653d2","0.91","4.1"
"fe701d88b67eaca109dffd464d1be9f9","0.91","4.0"
"1835b56ce799e6a4dc4eddc053f04066","0.91","3.6"
"c4fabeea6e569d42d02993bb1f4f1cbc","0.91","4.0"
"4677a5437afda5fa7140b927b07be1cc","0.91","4.4"
"0dd184061fb0eaa7ca37932c68ab91c5","0.91","4.0"
"e819bcfade7b5d88a27325eb6cfd62c5","0.91","3.5"
"2d50d6282f8aa2257819a77bfaa0efe0","0.91","3.6"
"23613d49c3ac2bd302259e55c06c050c","0.91","3.7"
"4e922959ae960d389249c378d1c939f5","0.91","3.9"
"c5f7feb04a6a1fb3596322bfc3cf1917","0.91","4.3"
"7d76b645482be4a332374e8223836592","0.91","3.9"
"5343d0649eca2a983820bfe93fc4d17e","0.91","3.6"
"7b0df942f46435babab05d49b744b2c4","0.91","4.4"
"ececbfcff9804a2d6b40f589df8eef2b","0.91","4.1"
"1690cada046eb7e92c12f98b1f8a8167","0.91","4.5"
"17908cf9b444ee34047cadd5c0f4a516","0.91","4.5"
"daeb5653dd96c1b11860f72209795012","0.91","4.1"
"9df5750209b83567ec144eb299d7d634","0.91","4.0"
"bc302730ea8cf49b5c74f579febb5bbf","0.91","3.8"
"52f0fe436a347ddad7ed5f9aa4e27eaa","0.91","3.3"
"3ade81dab5a172b88e1871c28ae05260","0.91","4.1"
"615005a3ef192c00c6f0e977cee3d2bc","0.91","3.9"
"6ddc28b61be28373b4503a1f61cf98a9","0.91","4.2"
"fa1c13f2614d7b5c4749cbc52fecda94","0.91","4.3"
"e9d99831abad74458942f21e16f33f92","0.91","3.9"
"165fc07beebdcb6190fba8a06db2a449","0.91","3.7"
"2745f798279e0ed033addcc1474776d7","0.91","4.0"
"8b321bb669392f5163d04c59e235e066","0.91","4.0"
"13d058e4eeac2ce8217660b2f8a05812","0.91","4.2"
"ec80e49e69745ab6c14f984bf2149423","0.92","4.0"
"00720abe85ba0859807595bbf045a33b","0.92","3.7"
"3b15288545f8928d3e65a8f949a28291","0.92","3.9"
"9646c3513289980f17226a2fc4720dbd","0.92","4.3"
"977f9f63dd360c2a32ece2f93ad6d306","0.92","3.8"
"78c99c6dff4eeae5be99bf635ed21e3f","0.92","4.3"
"7357b52d27cbaa90f81a96cbc1279396","0.92","4.3"
"562f8cfc51f265411f487d07e9c40e7f","0.92","4.5"
"5ab05b6d86d417796c69ffd6774ec832","0.92","3.7"
"058cb5aeb36d7c0fcae20fc85d5e0a59","0.92","3.4"
"5d0363b33554b373851fc1622e4d5f3c","0.92","4.1"
"218d46b86c1881d022bce9c68a7d4b15","0.92","4.1"
"db2956745b3a8e9f3785c99f34b5d25e","0.92","3.7"
"f181738b150df1f37cb0bd72e705b193","0.92","4.5"
"d71d863e5ef30d94e440c11be17dcd8f","0.92","3.2"
"b14db04aa7881970e83ffa9426897925","0.92","3.8"
"17f51e7198701186712e53a39c564617","0.92","4.3"
"87b740daf17b5d1be335a64164ec6842","0.92","3.3"
"a36b125ac6d5fdbc7f50de85c9157bdc","0.92","4.0"
"6e864f5c4669eff3d98140a07cc50202","0.92","4.5"
"93dc87703c046b603023e75222018b45","0.92","4.0"
"8cc6a0e5738e61a87b03c78b2ba9db4b","0.92","4.2"
"1d8dbc4f32378d715c717c1c1fc57bae","0.92","3.9"
"cfe94489ddd337d1e29e12f2a7205d10","0.92","4.1"
"8476243f92442881ddd5b578975cf115","0.92","4.1"
"26d8a1c7c75d513045798992ead43aa2","0.92","4.2"
"522620dcb18a6b31cd7bdf73665113a9","0.92","3.9"
"ef506c96320abeedfb894c34db06f478","0.92","3.9"
"4c2b230173bb36f9b240f2b8ac11786e","0.92","3.8"
"bd1d49a326abfa9b1036772e40445430","0.92","3.8"
"ce7d1888639e6fb06b2749cbfdac1ff7","0.92","4.1"
"76d5af76d0271110f9af36c92573f765","0.92","4.1"
"058fd0aa2bfdb2274e05e1ae971dabb6","0.92","4.4"
"fb89df7f89fd1b8f03fa2acca1ba7364","0.92","3.8"
"2f09f7d37a97956d11cc1a7cadd5262b","0.92","3.1"
"cfb1a033743668a192316f3c6d1d2671","0.92","3.9"
"f615fe7efbef0f4f08fd3086bc7a3e60","0.92","4.4"
"e7df4cd29ab5abab70fb0783ddb53987","0.92","4.3"
"723cd880edaacdb998898b67c8f9da30","0.92","4.2"
"b8630e1121437d41cb08e3c749c2c2e2","0.92","4.3"
"729f06993dac8e860d4f02d7088ca48a","0.92","4.3"
"1f50f920176fa81dab994f9023523100","0.92","4.0"
"39d54ff918774174706fb065d7f9dc07","0.92","3.8"
"fe2032dab1a61af8794248c8196565c9","0.92","4.4"
"c3acdfac4e3e97ff87529454fbc03642","0.92","4.3"
"acadd4d36859671cb635527c6c977533","0.92","4.3"
"1d29dfba02015238dfbe2449a5eaa361","0.92","4.5"
"1336efc61c316ddf92c899eb817f7cae","0.92","3.9"
"1cbd32d00d01bb8087a5eb088612fd9c","0.92","4.3"
"ea8482cd71df3c1969d7b9473ff13abc","0.92","4.0"
"0afccdb8a34ee5c79f7c06faf2b4d56e","0.92","4.0"
"198c7ea11960a9844b544d9bcdca860c","0.92","3.9"
"37515688008a7a40ac93e3b2e4ab203f","0.92","4.1"
"7ddcbb64b5bc1ef36ca8c151f6ec77df","0.92","3.9"
"cbd996ad3c1b7dc71fd0e5f5df9087e2","0.92","4.1"
"d51e0a403fe2e689ece6c73359d96e12","0.92","4.2"
"8629c241b3622ac12cd4118afdc8d394","0.92","4.1"
"16090f2ca825584b5a147ab24aa30c86","0.92","4.0"
"f5f1f2c5f923f36ad79ea1d07185ddc9","0.92","3.1"
"4be6b962d83299498bae2190f95d6566","0.92","4.2"
"40db9e9aa57f7bb151bcda6b0f9bdbb7","0.92","2.4"
"c7fdb77fdbff3c41981bc52f787e959e","0.92","3.3"
"5d9dc90a686a8fddacffab6bab5653a3","0.92","4.2"
"8090490573c6c0aa343a7231ebcb8c86","0.92","4.2"
"0887a9f087bcd5d9f6642b52f897fc6c","0.92","4.4"
"391fc6631aebcf3004804e51b40bcf1e","0.92","4.0"
"6b333a05bf188ef3e1f1662a86bd9855","0.92","4.4"
"0a85ebe4e328db81ac9109781205e2f7","0.92","4.6"
"3d5d0dc7073a299e31fa718ce1bc00b6","0.92","4.2"
"7c4618c82226628831613e95e9c22f44","0.92","4.1"
"6f892e20a171e98efe17fdb971ff319b","0.92","3.7"
"bc47d5d1490df2b36add65d733eafaba","0.92","3.3"
"de9727ca376d1be6ec121b110aa7954c","0.92","3.8"
"715bbd5ba4e6b74cb0d2f29eb45058b0","0.92","4.5"
"97512d3fc193b2d1dfcdba0f9d1f0f8a","0.92","4.3"
"1660ad786c27fd935378b6192a90b417","0.92","4.6"
"7681ef142fd2c19048da7430856b5588","0.92","4.1"
"9c0e69c7bf2619675bbadf47b43f655a","0.92","4.0"
"8581055ce74af1daba164fdbd55a40de","0.92","4.2"
"f61c63d13f7cd800549d5acdd390ae72","0.92","4.0"
"cd3d09fbe6e3e9ff0c0ac0c300e93ae7","0.92","4.2"
"f27e33c6d29b5138fa9967bcd445b6d5","0.92","4.1"
"620c87c171fb2a6dd6e8bb4dec959fc6","0.92","4.2"
"784ba75dd9d20200c4caed3d7a77141a","0.92","3.6"
"87d3c3aeb3ead335511b3ce315eb341e","0.93","3.5"
"54a1852d1b8f10312c55e906355666ee","0.93","4.3"
"aba1721a889e04decc910aa13b768ef4","0.93","4.5"
"fcdd820084f17e9982427971e4e9d47f","0.93","3.3"
"0ac4201fda2c68ebc0e47cb9423cf3c9","0.93","4.3"
"f262cbc1c910c83959f849465454ddd3","0.93","4.1"
"e59aa562b9f8076dd550fcddf0e73491","0.93","4.3"
"edf96ef93ed595084bbcbd9224bd2894","0.93","3.8"
"70c27847eca8195c983ed7e798c56743","0.93","4.2"
"c847e075301870dd144a116762eaff9a","0.93","4.2"
"bd0389da23d89b726abf911cccc54596","0.93","4.2"
"820cc752a266cdc6c1a1e61dd4583330","0.93","4.1"
"31da954dc0855f2495c6310f70a2f931","0.93","4.2"
"e24fc9fcd865784fb25705606fe3dfe7","0.93","4.2"
"b9ca8e8baa5d4aa038394a700f63e69f","0.93","4.2"
"004c9cd9d87a3c30c522c48c4fc07416","0.93","4.1"
"4de6e4ba574aa9dfdc824bc44dc47fdd","0.93","4.1"
"e5a38146df062edaf55c38afa99e42dc","0.93","4.0"
"de23c3b98a88888289c6f5cc1209054a","0.93","4.3"
"b6e1504972665f739dec4facb9943775","0.93","4.4"
"c826c40d7b19f62a09e2d7c5e7295ee2","0.93","4.0"
"a4b6b9b992b46e9ef863637af96e04bc","0.93","2.6"
"e5e33c0d8e7e002f398f5dc4cbbb338f","0.93","4.3"
"411f3b52d857390502ee4e4d5ceabc2d","0.93","4.3"
"f214d28e8d8e3ef068748498ccc2f813","0.93","4.0"
"02f623a8eb246f3c5f7c2f96462654e6","0.93","4.6"
"8e8a7ce9f2f970dc00e2acf6f6e199f6","0.93","4.0"
"b8555308bfdb4ca1ed54325a58da9a97","0.93","4.1"
"2a6fbeaa7ab9e5d59a35841a8da71ce4","0.93","3.9"
"6860153b69cc696d5dcfe1cdaaafcf62","0.93","4.2"
"624f4ece8da4aafb77699233d480f8ef","0.93","4.2"
"04308b1ee57b6625f47df1d56f00eedf","0.93","3.9"
"ad420dd0c4f92f8af951ac24b86d0cf5","0.93","4.2"
"48436dade18ac8b2bce089ec2a041202","0.93","4.0"
"edb1ef5e36e0c8cd84eb3c9b003e486d","0.93","4.4"
"7901646fdd36a55f564ffaf2dbccaaf7","0.93","4.4"
"dc4a0fc896dc34b0d5bfec8438291c80","0.93","3.7"
"c89cf7c468a48af70aada384e722f9e2","0.93","4.0"
"c6a7539d424a8402232c2228d7a03c5e","0.93","2.6"
"17e34d8224d27a541263c4c64b11a56b","0.93","4.1"
"213b25e6f54661939f11710a6fddb871","0.93","3.8"
"7040e82f899a04d1b434b795a43b4617","0.93","3.5"
"df560393f3a51e74553ab94004ba5c87","0.93","3.7"
"6e386f64c84e482f0b9abf960797ee1b","0.93","4.6"
"4559697a8f7e637227c2eeaed843baff","0.93","4.1"
"a420f60ff1aa9acc80d0e42959f2b313","0.93","3.9"
"5a413ade68e8f8d93071a7f52a64cb9e","0.93","4.6"
"6a8b085f816a1f75f92dbac6eb545f8f","0.93","4.1"
"2953ce3a88f5e3c3b696d77fc9e4c8eb","0.93","4.7"
"f7ccf836d21b2fb1de37564105216cc1","0.93","3.8"
"7142540dd4c91e2237acb7e911c4eba2","0.93","4.0"
"271c58a1d139c45eaf3316107c6d3a3b","0.93","4.1"
"c273175f7c6c80fb02f051e2fc6d0d72","0.93","3.8"
"45213867cefbf2cd4c6177e10216a951","0.93","3.9"
"5a425cc503b39b262a847fd6212bf53b","0.93","4.2"
"1ce3ae5a399804d1a87e706f8a813c3e","0.93","3.7"
"8d79c8a04e42d722a75097ce5cbcf2ef","0.93","4.5"
"c8b0e2b0a7095e5d8219575d5e7e1181","0.93","4.0"
"d673a59aac7a70d8b01e6902bf090a11","0.93","4.0"
"ce248b21cb2adc36282ede306b7660e5","0.93","4.2"
"ef0ace09169ac090589d85746e3e036f","0.93","4.3"
"1025f0e2d44d7041d6cf58b6550e0bfa","0.93","3.8"
"f5a590cf36251cf1162ea35bef76fe84","0.93","4.2"
"c013e57c075a06e5b5c48ee03c525719","0.93","4.2"
"6fc26fe110feebd80a433e1f012a84f9","0.93","4.0"
"66922902710d126a0e7d26b0e3805106","0.93","4.5"
"7c1fea10b5b006671d608b1d7c446ec4","0.93","4.0"
"7b7f91e98f8c6def45a1407923304402","0.93","3.5"
"c9c7905cffc4ef9ff9f113554423e671","0.93","4.2"
"980640c45d7a4635885491d077167e4d","0.93","4.6"
"76ea5315acb3f5f7ade3cd261faf922a","0.93","4.3"
"0747d5bb69f0586cc869d8af4c50f93e","0.93","3.5"
"e067ad2c1c0b48758eb1b5228bcf7a68","0.93","4.1"
"6a8a889bde935bafa76d7848782dfaf9","0.93","3.9"
"b6dc74ed30f124f95227bed4e43a3bed","0.93","3.9"
"5b33b527da3c5b969cc99dc435cad09a","0.94","4.1"
"0be8ff43f22e456b4e0371b2245e4d01","0.94","3.9"
"e06f09ec0a4aca210779cf1cfc63cf19","0.94","4.0"
"d1c281d3ae149232351cd8c8cc885f0d","0.94","3.8"
"25c5c91f63607446a97b143d2d535d31","0.94","3.7"
"63ffcb71394dd8ea3872ed9ffda17c74","0.94","3.2"
"04aba03279157f6d4e0fe8ccaf21963c","0.94","4.3"
"7a425d299613df3e613bcf9d2eaf5c49","0.94","4.1"
"82e0a475a88cc9595229d8029273f045","0.94","3.3"
"e8f6dc8e6a1dcde89d20e3995c8d90b3","0.94","3.4"
"382229d1e840115ffe3dbf5ff460e417","0.94","4.3"
"2e1c9f22be269ef4643f826c9e650a52","0.94","4.2"
"5656537e588803a555b8eb41f07a944b","0.94","3.8"
"dbdd0ec73a4817971d962698f2fea022","0.94","4.4"
"1554a68530182680ad5c8b042c3ab563","0.94","4.2"
"99002261c568a84cce14d43fcffb43ea","0.94","3.7"
"3be634553519fb6536a03e1358e9fdc7","0.94","3.9"
"951e8cef368f09bb3f3d03c00ca4702c","0.94","4.1"
"955fee9216a65b617aa5c0531780ce60","0.94","4.1"
"1da366cade6d8276e7d8beea7af5d4bf","0.94","3.9"
"1d503743d2526f03f0c2c89540ee008c","0.94","4.2"
"17306570e772e7718c92a562d33f5f1d","0.94","3.6"
"ed8cb7b190ceb6067227478e48cf8dde","0.94","3.2"
"989becdce12ebc39863c2bceab6f3ca1","0.94","4.6"
"a6bd7d1ccdac48c6b33b28596b7eb122","0.94","3.3"
"70eea00b476a314817cefde4aad4f89a","0.94","4.4"
"bba3293d6f5d5af2f415e004e8b93ae3","0.94","4.3"
"f5f2ab9bdb6b30c14c61be68c5ed37da","0.94","4.3"
"c9aafcd0621b2207c10e32c649cada4d","0.94","4.0"
"9b00ed88b7fdb95d6ff76e27c1b52d16","0.94","4.5"
"cd6efc47efaabf134f8bdb654e10b4f1","0.94","4.5"
"834f3294fba9f932f56edc879193f925","0.94","4.5"
"da7039f29f90ce5b4846ffc0fcc93beb","0.94","4.6"
"ccc4bbb5f32a6ab2b7066a4130f114e3","0.94","4.3"
"c679fb69a36e1d8349e8c50a217b4d58","0.94","3.6"
"4c18691b6037662be2df78a765d98ab5","0.94","3.8"
"d4e12e7884759a14fa0f5f896c791cae","0.94","4.6"
"157c3e4b42f81ac4a44e8b1ca2fe9876","0.94","4.0"
"7e3f87d16fb353f408d467e74fbd8014","0.94","4.1"
"b335c59ab742f751a85db9c411a86739","0.94","3.7"
"4b9750c8ad28220fe6702d4ecb7c898f","0.94","4.4"
"7a241947449cc45dbfda4f9d0798d9d0","0.94","3.6"
"128f9bfbe4c7d5185033914b1de3d39a","0.94","4.8"
"2bf6a2c1e71bbd29a4ad64e6d3c3629f","0.94","4.2"
"f4aba7c0bca51484c30ab7bdc34bcdd1","0.94","3.9"
"1900267e848ceeba8fa32d80c1a5f5a8","0.94","3.9"
"6a51fc556dab5f766ced6fbc860bc613","0.94","3.9"
"fbc14c0cf93505ef89f64665ffa4a7b5","0.94","4.2"
"2a7dc43cecabf23403078e2188437d1d","0.94","4.1"
"15cd6eefe58588619aaed41dfa6621b1","0.94","4.3"
"6d803cb79cc31c41c4c789a75933b3c7","0.94","4.3"
"fe49ee029e61e789a1f3a5525f57ba8d","0.94","4.1"
"9d7a1d34a5052409006425275ba1c2b4","0.94","3.8"
"d6b1ce66b035a475f00c017792ff9769","0.94","4.2"
"f80edd2c5aaa505cc4b0a3b219abf4b8","0.94","4.1"
"96493fab2fbb13a14d0c0e8772eef5c3","0.94","4.0"
"00ee68308b45bc5e2660cd833c3f81cc","0.94","4.3"
"2be17df1c49978426251562096c3cc09","0.94","4.2"
"6d66611d7c44cc30ce351abc49a68421","0.94","3.9"
"3c7c4a49ec3c6550809089c6a2ca9370","0.94","3.7"
"7ea5bfa6c340f58f8e71fc1f0412b0d6","0.94","4.1"
"2646baaf662d4d92ac48f047e35db92d","0.94","4.6"
"dfc5fb7259bb2b599ca565e6e9448f0f","0.94","4.1"
"6bb0724edf0b62fb91ac404873a97241","0.94","4.5"
"8f54d64f28a993550aa7943f12572959","0.94","3.8"
"d2e753bb80b7d4faa77483ed00edc8ca","0.94","3.6"
"4a3ccda38b2129705f3fb522db62ca31","0.94","3.7"
"4324dd16853115efb0fd9d0d131ba6f4","0.94","4.3"
"87d30a6a0cbf89356e49324971ab1d24","0.94","4.4"
"827f8f69dfa529c561901c4f2e0f332f","0.94","4.3"
"f45122a9ab94eb4f3f8953578bc0c560","0.94","3.9"
"4371b634e0efc0e22b09b52907d9d469","0.94","4.4"
"1fdc574883ef3b33ad41562d93f3a74a","0.94","4.4"
"1987cd4be10fe09ee50454f9c354d1c6","0.94","4.3"
"dc8798cbf453b7e0f98745e396cc5616","0.94","3.1"
"165b1235e9e9942cb5fae67103576fb0","0.94","4.3"
"1bb2bdb95f4841f1bba2c0d2cd83d3c9","0.94","4.6"
"a2b5b6105ea5942300631d2e76f4ffe0","0.94","4.8"
"d05ae8f7a5bd1d2a690a44cd079e4e27","0.94","3.8"
"e9779976487b77c6d4ac45f75ec7afe9","0.94","4.2"
"ffc470761de7d0232558ba5e786e57b7","0.94","4.3"
"8d956fec2e4337affcb520f56fd8cbfd","0.94","4.2"
"5b925e1d006e9476d738aa200751b73b","0.94","4.6"
"5b179e9e8cc7ab6fd113a46ca584da81","0.94","3.5"
"da8622b14eb17ae2831f4ac5b9dab84a","0.94","4.1"
"c12b92bf1c350f3e6bf88d3596219c86","0.94","3.9"
"8a130737016f838139d31878787a39c9","0.94","4.4"
"b2ba3715d723d245138f291a6fe42594","0.94","4.1"
"4830e40640734fc1c52cd21127c341d4","0.95","4.1"
"6560211a19b47992c3666cc44a7e94c0","0.95","3.9"
"fdb9095204a334cd8872252ffec6f2db","0.95","4.1"
"3dbbce181edfaa4a597ec858c382d2ec","0.95","4.4"
"45d33f715e24d15a6ccf5c17b3a23e3c","0.95","4.0"
"63b464dbf392c7b80d12d932fa7cafed","0.95","3.7"
"d101c6da914ae3d53f7bee42283f2fe2","0.95","4.0"
"ba90964cff9b9e0e6f32b23b82465f7b","0.95","4.4"
"bf84056e679dbe9c69929847a40e338f","0.95","3.7"
"5dceca129747e92ff8ef7a997dc4f8ca","0.95","4.0"
"f1ed6bd0a9b11b581f16c851c6a5a527","0.95","4.4"
"33c51922b6e3c16b24a8f28e5833c99d","0.95","4.3"
"d9bd94811c3338dceb4181f3dbc0c73e","0.95","4.8"
"a1043bafd471dff536d0c462352beb48","0.95","4.2"
"d9a84e1403de8da0c3aa531d6d108ba6","0.95","4.6"
"83deb69e889cf80f82be1dc6d5f2d486","0.95","4.4"
"fa40cc5b934574b62717c68f3d678b6d","0.95","4.4"
"b4f8921fcc4ff77b66bea6dda43dcd51","0.95","4.6"
"b6d44737c043328708f6749c2dbe50bd","0.95","4.5"
"412a4720f3e9431b4afa1476a1acddbe","0.95","4.3"
"67bf6941ba2f1fa1d02c375766bc3e53","0.95","4.0"
"31344c16881c08a8a72c6d2eb29918c1","0.95","4.3"
"8f119a0aee85c0c8fc534629734e94fd","0.95","4.2"
"e5475dcab1e07b63d7f6e902d8f5eda8","0.95","4.1"
"3586b8580d9c917874e053a1bb37b5ff","0.95","4.4"
"a17f621c590ea0fab3d5d883e1630ec6","0.95","4.1"
"b4a476fbd28de64b1e347abf9089366a","0.95","3.8"
"bfd27a966d91cfaafdb25d076585f0da","0.95","4.3"
"44073f8b7e41514de3b7815dd0237f4f","0.95","3.8"
"46dc3b2cc0980fb8ec44634e21d2718e","0.95","4.2"
"45ba18c210d42734ec52c0c1c574e9ee","0.95","3.8"
"3ab971ce71839580d2ae5b4e40fe8044","0.95","3.9"
"3d871de0142ce09b7081e2b9d1733cb1","0.95","4.1"
"f8db351d8c4c4c22c6835c19a46f01b0","0.95","4.2"
"c70c1b0d8ca86052f45a432a38b73958","0.95","4.3"
"503c1de08ae81a2d86f17951b204db55","0.95","4.4"
"59fb871bf6f4522a87ba567b42dafecf","0.95","4.2"
"4342d4b2ba6b161468c63a7e7cfce593","0.95","1.3"
"ce69a8021d18961dd2a40269b7c2c293","0.95","4.5"
"d25aa0aaacb370e912f8cf6efeba38b3","0.95","4.5"
"542917da124346b47ea1ac79a93ce454","0.95","4.2"
"cc419e0650a3c5ba77189a1882b7556a","0.95","4.1"
"6288c69c4ce638e59925e59193f98b16","0.95","4.0"
"850f4f8af5ea87287ac68de36e29107f","0.95","4.3"
"808d4348b916efa08e766ebad39f61eb","0.95","4.4"
"8cbac7e12637ed9cffa18c7875207478","0.95","4.1"
"01fdefa7697d26ad920e9e0346d4bd1b","0.95","4.3"
"67883baaae6134ee81b271a542613728","0.95","4.1"
"d354c38a7182125a748cb10474fe963b","0.95","4.3"
"870d0118f7a9d85960f29ad89d5d989a","0.95","4.1"
"d9442042130b7fe579d1295f9f4a248f","0.95","4.2"
"9dda5bbacd45e18d6485fee649205d09","0.95","4.2"
"f97e2b0650c2068227e1d366140eb62f","0.95","3.7"
"430315b7bb4b6e4b3c978f9dfa9b0558","0.95","4.0"
"b56906f7fd1696e043f1bcce164c487b","0.95","4.0"
"1f9ab4708f3056ede07124aad39a2554","0.95","4.1"
"9bcdfa7b615b3abb9461d9e3ad9886ae","0.95","4.6"
"1b8b75e227c9a9c100d0c210fb6176ce","0.95","3.4"
"994f04b3718c2bab35c2adfa8afecd2a","0.95","4.3"
"dc317f341ab0e22f39acbd9dbf9b4a1f","0.95","4.1"
"d2374cbcbb3ca4ab1086534108cc3ab7","0.95","3.6"
"c35672b10ad50968f567ea3f4b91e877","0.95","4.5"
